9562,latitude,longitude,type,residential_population
2723,48.6903933156,21.22364965,dp,6
2724,48.6912464968,21.22364965,dp,228
2725,48.6955124031,21.22364965,dp,203
2726,48.6963655843,21.22364965,dp,68
2727,48.6972187656,21.22364965,dp,68
2728,48.6980719468,21.22364965,dp,67
2729,48.6989251281,21.22364965,dp,59
2730,48.6997783093,21.22364965,dp,37
2731,48.6886869531,21.2249460433,dp,2
2732,48.6895401343,21.2249460433,dp,3
2733,48.6903933156,21.2249460433,dp,22
2734,48.6955124031,21.2249460433,dp,325
2735,48.6963655843,21.2249460433,dp,65
2736,48.6972187656,21.2249460433,dp,56
2737,48.6980719468,21.2249460433,dp,55
2738,48.6989251281,21.2249460433,dp,27
2739,48.6997783093,21.2249460433,dp,31
2740,48.6895401343,21.2262424366,dp,1
2741,48.6903933156,21.2262424366,dp,71
2742,48.6972187656,21.2262424366,dp,74
2743,48.6980719468,21.2262424366,dp,37
2744,48.6989251281,21.2262424366,dp,44
2745,48.6895401343,21.22753883,dp,1
2746,48.6903933156,21.22753883,dp,14
2747,48.6972187656,21.22753883,dp,39
2748,48.6980719468,21.22753883,dp,26
2749,48.6903933156,21.2288352233,dp,1
2750,48.6912464968,21.2288352233,dp,106
2751,48.6963655843,21.2288352233,dp,35
2752,48.6972187656,21.2288352233,dp,24
2753,48.6912464968,21.2301316166,dp,1
2754,48.6920996781,21.2301316166,dp,57
2755,48.6938060406,21.2301316166,dp,145
2756,48.6946592218,21.2301316166,dp,62
2757,48.6955124031,21.2301316166,dp,21
2758,48.6963655843,21.2301316166,dp,24
2759,48.6920996781,21.2314280099,dp,17
2760,48.6929528593,21.2314280099,dp,34
2761,48.6938060406,21.2314280099,dp,40
2762,48.6946592218,21.2314280099,dp,23
2763,48.6929528593,21.2327244033,dp,23
2764,48.6938060406,21.2327244033,dp,22
2765,48.6946592218,21.2327244033,dp,15
2766,48.723027675,21.169479082,dp,1
2767,48.7239188336,21.169479082,dp,1
2768,48.7248099923,21.169479082,dp,1
2769,48.725701151,21.169479082,dp,0
2770,48.7265923097,21.169479082,dp,0
2771,48.723027675,21.1708352461,dp,1
2772,48.7239188336,21.1708352461,dp,1
2773,48.7239188336,21.1721914102,dp,1
2774,48.7239188336,21.1735475743,dp,1
2775,48.7248099923,21.1735475743,dp,1
2776,48.7239188336,21.1749037384,dp,1
2777,48.7248099923,21.1749037384,dp,3
2778,48.7310481032,21.1749037384,dp,1
2779,48.723027675,21.1762599025,dp,1
2780,48.7239188336,21.1762599025,dp,2
2781,48.7310481032,21.1762599025,dp,2
2782,48.7221365163,21.1776160666,dp,1
2783,48.723027675,21.1776160666,dp,1
2784,48.7239188336,21.1776160666,dp,4
2785,48.7310481032,21.1776160666,dp,2
2786,48.7319392619,21.1776160666,dp,1
2787,48.7221365163,21.1789722307,dp,1
2788,48.723027675,21.1789722307,dp,2
2789,48.7239188336,21.1789722307,dp,9
2790,48.7319392619,21.1789722307,dp,1
2791,48.7328304206,21.1789722307,dp,1
2792,48.7212453576,21.1803283948,dp,1
2793,48.7221365163,21.1803283948,dp,6
2794,48.7301569445,21.1803283948,dp,2
2795,48.7310481032,21.1803283948,dp,1
2796,48.7319392619,21.1803283948,dp,1
2797,48.7328304206,21.1803283948,dp,1
2798,48.7203541989,21.1816845589,dp,1
2799,48.7212453576,21.1816845589,dp,6
2800,48.7283746271,21.1816845589,dp,3
2801,48.7292657858,21.1816845589,dp,1
2802,48.7301569445,21.1816845589,dp,1
2803,48.7310481032,21.1816845589,dp,1
2804,48.7319392619,21.1816845589,dp,1
2805,48.7176807228,21.183040723,dp,3
2806,48.7185718815,21.183040723,dp,1
2807,48.7194630402,21.183040723,dp,1
2808,48.7203541989,21.183040723,dp,5
2809,48.725701151,21.183040723,dp,6
2810,48.7265923097,21.183040723,dp,1
2811,48.7274834684,21.183040723,dp,1
2812,48.7283746271,21.183040723,dp,2
2813,48.7310481032,21.183040723,dp,2
2814,48.7176807228,21.1843968871,dp,2
2815,48.7185718815,21.1843968871,dp,2
2816,48.7194630402,21.1843968871,dp,6
2817,48.7239188336,21.1843968871,dp,8
2818,48.7248099923,21.1843968871,dp,3
2819,48.725701151,21.1843968871,dp,3
2820,48.7310481032,21.1843968871,dp,3
2821,48.7167895641,21.1857530512,dp,1
2822,48.7176807228,21.1857530512,dp,1
2823,48.7185718815,21.1857530512,dp,4
2824,48.723027675,21.1857530512,dp,6
2825,48.7239188336,21.1857530512,dp,5
2826,48.7292657858,21.1857530512,dp,3
2827,48.7301569445,21.1857530512,dp,1
2828,48.7310481032,21.1857530512,dp,1
2829,48.7319392619,21.1857530512,dp,3
2830,48.7105514532,21.1871092153,dp,1
2831,48.7114426119,21.1871092153,dp,1
2832,48.7123337706,21.1871092153,dp,1
2833,48.7132249293,21.1871092153,dp,1
2834,48.714116088,21.1871092153,dp,2
2835,48.7150072467,21.1871092153,dp,2
2836,48.7167895641,21.1871092153,dp,1
2837,48.7176807228,21.1871092153,dp,1
2838,48.7185718815,21.1871092153,dp,5
2839,48.7221365163,21.1871092153,dp,6
2840,48.723027675,21.1871092153,dp,4
2841,48.7265923097,21.1871092153,dp,3
2842,48.7274834684,21.1871092153,dp,2
2843,48.7283746271,21.1871092153,dp,1
2844,48.7292657858,21.1871092153,dp,1
2845,48.7301569445,21.1871092153,dp,2
2846,48.7310481032,21.1871092153,dp,3
2847,48.7319392619,21.1871092153,dp,8
2848,48.7087691358,21.1884653794,dp,1
2849,48.7096602945,21.1884653794,dp,1
2850,48.7105514532,21.1884653794,dp,2
2851,48.714116088,21.1884653794,dp,1
2852,48.7150072467,21.1884653794,dp,1
2853,48.7167895641,21.1884653794,dp,2
2854,48.7176807228,21.1884653794,dp,2
2855,48.7185718815,21.1884653794,dp,5
2856,48.7212453576,21.1884653794,dp,5
2857,48.7221365163,21.1884653794,dp,4
2858,48.7248099923,21.1884653794,dp,4
2859,48.725701151,21.1884653794,dp,1
2860,48.7265923097,21.1884653794,dp,1
2861,48.7274834684,21.1884653794,dp,2
2862,48.7283746271,21.1884653794,dp,8
2863,48.7069868184,21.1898215435,dp,2
2864,48.7078779771,21.1898215435,dp,1
2865,48.7087691358,21.1898215435,dp,7
2866,48.7132249293,21.1898215435,dp,2
2867,48.714116088,21.1898215435,dp,1
2868,48.7158984054,21.1898215435,dp,1
2869,48.7167895641,21.1898215435,dp,2
2870,48.7176807228,21.1898215435,dp,3
2871,48.7203541989,21.1898215435,dp,4
2872,48.7212453576,21.1898215435,dp,3
2873,48.7239188336,21.1898215435,dp,4
2874,48.7248099923,21.1898215435,dp,2
2875,48.725701151,21.1898215435,dp,4
2876,48.7132249293,21.1911777076,dp,4
2877,48.7150072467,21.1911777076,dp,2
2878,48.7158984054,21.1911777076,dp,1
2879,48.7167895641,21.1911777076,dp,2
2880,48.7176807228,21.1911777076,dp,3
2881,48.7194630402,21.1911777076,dp,4
2882,48.7203541989,21.1911777076,dp,3
2883,48.7221365163,21.1911777076,dp,3
2884,48.723027675,21.1911777076,dp,3
2885,48.7239188336,21.1911777076,dp,5
2886,48.7132249293,21.1925338717,dp,7
2887,48.714116088,21.1925338717,dp,4
2888,48.7150072467,21.1925338717,dp,3
2889,48.7158984054,21.1925338717,dp,3
2890,48.7167895641,21.1925338717,dp,3
2891,48.7176807228,21.1925338717,dp,2
2892,48.7185718815,21.1925338717,dp,3
2893,48.7194630402,21.1925338717,dp,3
2894,48.7212453576,21.1925338717,dp,3
2895,48.7221365163,21.1925338717,dp,2
2896,48.723027675,21.1925338717,dp,5
2897,48.7114426119,21.1938900358,dp,17
2898,48.7123337706,21.1938900358,dp,4
2899,48.7132249293,21.1938900358,dp,3
2900,48.714116088,21.1938900358,dp,3
2901,48.7150072467,21.1938900358,dp,3
2902,48.7158984054,21.1938900358,dp,3
2903,48.7167895641,21.1938900358,dp,3
2904,48.7176807228,21.1938900358,dp,3
2905,48.7194630402,21.1938900358,dp,3
2906,48.7203541989,21.1938900358,dp,2
2907,48.7212453576,21.1938900358,dp,2
2908,48.7221365163,21.1938900358,dp,3
2909,48.723027675,21.1938900358,dp,15
2910,48.7105514532,21.1952462,dp,16
2911,48.7114426119,21.1952462,dp,5
2912,48.7132249293,21.1952462,dp,5
2913,48.714116088,21.1952462,dp,3
2914,48.7150072467,21.1952462,dp,3
2915,48.7158984054,21.1952462,dp,3
2916,48.7167895641,21.1952462,dp,3
2917,48.7176807228,21.1952462,dp,2
2918,48.7185718815,21.1952462,dp,2
2919,48.7194630402,21.1952462,dp,2
2920,48.7203541989,21.1952462,dp,2
2921,48.7212453576,21.1952462,dp,10
2922,48.7105514532,21.1966023641,dp,11
2923,48.7123337706,21.1966023641,dp,5
2924,48.7132249293,21.1966023641,dp,3
2925,48.714116088,21.1966023641,dp,3
2926,48.7150072467,21.1966023641,dp,3
2927,48.7158984054,21.1966023641,dp,3
2928,48.7167895641,21.1966023641,dp,3
2929,48.7176807228,21.1966023641,dp,2
2930,48.7185718815,21.1966023641,dp,3
2931,48.7194630402,21.1966023641,dp,4
2932,48.7203541989,21.1966023641,dp,126
2933,48.7105514532,21.1979585282,dp,7
2934,48.7114426119,21.1979585282,dp,4
2935,48.7123337706,21.1979585282,dp,3
2936,48.7132249293,21.1979585282,dp,3
2937,48.714116088,21.1979585282,dp,3
2938,48.7150072467,21.1979585282,dp,4
2939,48.7158984054,21.1979585282,dp,5
2940,48.7167895641,21.1979585282,dp,4
2941,48.7176807228,21.1979585282,dp,66
2942,48.6945105967,21.1993146923,dp,1
2943,48.6954017554,21.1993146923,dp,1
2944,48.7096602945,21.1993146923,dp,9
2945,48.7105514532,21.1993146923,dp,3
2946,48.7114426119,21.1993146923,dp,3
2947,48.7123337706,21.1993146923,dp,3
2948,48.7132249293,21.1993146923,dp,3
2949,48.714116088,21.1993146923,dp,5
2950,48.6945105967,21.2006708564,dp,2
2951,48.6954017554,21.2006708564,dp,20
2952,48.7087691358,21.2006708564,dp,42
2953,48.7096602945,21.2006708564,dp,33
2954,48.7105514532,21.2006708564,dp,33
2955,48.7114426119,21.2006708564,dp,33
2956,48.7123337706,21.2006708564,dp,33
2957,48.7132249293,21.2006708564,dp,33
2958,48.714116088,21.2006708564,dp,33
2959,48.7150072467,21.2006708564,dp,34
2960,48.7158984054,21.2006708564,dp,117
2961,48.6945105967,21.2020270205,dp,1
2962,48.6954017554,21.2020270205,dp,35
2963,48.7087691358,21.2020270205,dp,35
2964,48.7096602945,21.2020270205,dp,33
2965,48.7105514532,21.2020270205,dp,33
2966,48.7114426119,21.2020270205,dp,33
2967,48.7123337706,21.2020270205,dp,33
2968,48.7132249293,21.2020270205,dp,33
2969,48.714116088,21.2020270205,dp,33
2970,48.7150072467,21.2020270205,dp,33
2971,48.7158984054,21.2020270205,dp,70
2972,48.6945105967,21.2033831846,dp,2
2973,48.7078779771,21.2033831846,dp,14
2974,48.7087691358,21.2033831846,dp,33
2975,48.7096602945,21.2033831846,dp,33
2976,48.7105514532,21.2033831846,dp,33
2977,48.7114426119,21.2033831846,dp,33
2978,48.7123337706,21.2033831846,dp,33
2979,48.7132249293,21.2033831846,dp,33
2980,48.714116088,21.2033831846,dp,33
2981,48.7150072467,21.2033831846,dp,33
2982,48.7158984054,21.2033831846,dp,33
2983,48.7167895641,21.2033831846,dp,169
2984,48.6945105967,21.2047393487,dp,2
2985,48.7069868184,21.2047393487,dp,17
2986,48.7078779771,21.2047393487,dp,2
2987,48.7087691358,21.2047393487,dp,33
2988,48.7096602945,21.2047393487,dp,33
2989,48.7105514532,21.2047393487,dp,33
2990,48.7114426119,21.2047393487,dp,27
2991,48.7123337706,21.2047393487,dp,23
2992,48.7132249293,21.2047393487,dp,23
2993,48.714116088,21.2047393487,dp,28
2994,48.7150072467,21.2047393487,dp,33
2995,48.7158984054,21.2047393487,dp,33
2996,48.7167895641,21.2047393487,dp,61
2997,48.6954017554,21.2060955128,dp,2
2998,48.7060956597,21.2060955128,dp,16
2999,48.7069868184,21.2060955128,dp,2
3000,48.7078779771,21.2060955128,dp,2
3001,48.7087691358,21.2060955128,dp,33
3002,48.7096602945,21.2060955128,dp,33
3003,48.7105514532,21.2060955128,dp,27
3004,48.7114426119,21.2060955128,dp,24
3005,48.7123337706,21.2060955128,dp,20
3006,48.7132249293,21.2060955128,dp,16
3007,48.714116088,21.2060955128,dp,19
3008,48.7150072467,21.2060955128,dp,22
3009,48.7158984054,21.2060955128,dp,27
3010,48.6954017554,21.2074516769,dp,2
3011,48.6962929141,21.2074516769,dp,30
3012,48.705204501,21.2074516769,dp,14
3013,48.7060956597,21.2074516769,dp,2
3014,48.7069868184,21.2074516769,dp,2
3015,48.7078779771,21.2074516769,dp,2
3016,48.7087691358,21.2074516769,dp,33
3017,48.7096602945,21.2074516769,dp,27
3018,48.7105514532,21.2074516769,dp,19
3019,48.7114426119,21.2074516769,dp,19
3020,48.7123337706,21.2074516769,dp,20
3021,48.6954017554,21.208807841,dp,1
3022,48.6962929141,21.208807841,dp,19
3023,48.7043133423,21.208807841,dp,46
3024,48.705204501,21.208807841,dp,19
3025,48.7060956597,21.208807841,dp,19
3026,48.7069868184,21.208807841,dp,19
3027,48.7078779771,21.208807841,dp,19
3028,48.7087691358,21.208807841,dp,128
3029,48.7096602945,21.208807841,dp,97
3030,48.7105514532,21.208807841,dp,93
3031,48.7114426119,21.208807841,dp,100
3032,48.6945105967,21.2101640051,dp,1
3033,48.6954017554,21.2101640051,dp,8
3034,48.7034221836,21.2101640051,dp,159
3035,48.7043133423,21.2101640051,dp,22
3036,48.705204501,21.2101640051,dp,22
3037,48.7060956597,21.2101640051,dp,22
3038,48.7069868184,21.2101640051,dp,22
3039,48.7078779771,21.2101640051,dp,17
3040,48.7087691358,21.2101640051,dp,106
3041,48.7096602945,21.2101640051,dp,101
3042,48.693619438,21.2115201692,dp,1
3043,48.6945105967,21.2115201692,dp,1
3044,48.7034221836,21.2115201692,dp,93
3045,48.7043133423,21.2115201692,dp,22
3046,48.705204501,21.2115201692,dp,22
3047,48.7060956597,21.2115201692,dp,22
3048,48.7069868184,21.2115201692,dp,17
3049,48.7078779771,21.2115201692,dp,12
3050,48.7087691358,21.2115201692,dp,100
3051,48.6927282793,21.2128763333,dp,1
3052,48.693619438,21.2128763333,dp,3
3053,48.7034221836,21.2128763333,dp,47
3054,48.7043133423,21.2128763333,dp,22
3055,48.705204501,21.2128763333,dp,22
3056,48.7060956597,21.2128763333,dp,17
3057,48.7069868184,21.2128763333,dp,12
3058,48.7078779771,21.2128763333,dp,16
3059,48.6927282793,21.2142324974,dp,4
3060,48.702531025,21.2142324974,dp,91
3061,48.7034221836,21.2142324974,dp,22
3062,48.7043133423,21.2142324974,dp,22
3063,48.705204501,21.2142324974,dp,22
3064,48.7060956597,21.2142324974,dp,16
3065,48.7069868184,21.2142324974,dp,11
3066,48.6989663902,21.2155886615,dp,20
3067,48.6998575489,21.2155886615,dp,45
